age,male,part_time,area_of_birth,area_of_work,wage,job_tenure,firm_age,firm_size,precarious_job,firm_sector,skill_level,categoria,macrogruppo,agr_alim,tess_abbigl,manif_leggera,chim_materiali,metalmeccanica,util_trasporti,serv_avanzati
45,0,1,2,2,450,1,0,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
57,0,0,6,3,300,0,0,2,1,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
36,0,1,1,1,500,4,14,4,0,51,3,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
43,1,0,6,1,500,1,38,3,0,27,2,Fabbricazioni di apparecchiature,Metalmeccanica,0,0,0,0,1,0,0
27,0,0,2,2,500,2,18,2,0,22,3,Fabbricazione di articoli in gom,Chimica e Materiali,0,0,0,1,0,0,0
37,1,0,1,1,650,1,25,2,0,28,3,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
52,0,0,1,1,750,5,44,1,0,99,3,Attività di organismi e organiz,Servizi Avanzati,0,0,0,0,0,0,1
28,0,0,5,5,400,0,25,3,0,24,1,Metallurgia,Metalmeccanica,0,0,0,0,1,0,0
43,1,0,4,4,400,0,16,2,1,30,2,Fabbricazione di altri mezzi di,Metalmeccanica,0,0,0,0,1,0,0
34,1,0,6,1,400,1,3,1,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
35,1,0,4,2,1000,1,15,2,1,75,4,Servizi veterinari,Servizi Avanzati,0,0,0,0,0,0,1
46,1,0,6,1,500,1,13,1,0,29,2,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
34,0,0,1,1,350,0,12,4,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
34,0,0,3,3,550,1,60,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
59,0,0,1,1,500,1,36,2,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
55,1,0,5,2,1150,1,14,2,0,52,4,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
30,0,1,1,1,400,1,12,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
47,1,0,4,4,450,0,9,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
41,0,0,2,2,1000,1,50,2,0,23,4,Fabbricazione di altri prodotti,Chimica e Materiali,0,0,0,1,0,0,0
39,1,0,3,3,600,0,51,1,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
38,1,0,4,4,300,1,36,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
37,0,0,1,1,800,2,36,3,0,65,3,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
32,1,0,6,2,400,1,9,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
29,0,0,4,2,350,1,20,2,0,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
46,1,0,2,2,1150,4,46,4,0,65,4,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
56,0,0,1,1,400,0,44,3,0,85,2,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
33,1,0,2,2,600,3,16,2,0,36,3,"Raccolta, trattamento e fornitur",Utilities e Trasporti,0,0,0,0,0,1,0
55,1,0,5,5,600,4,39,2,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
22,1,0,6,2,500,0,12,1,1,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
50,0,0,5,5,400,1,1,1,0,85,3,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
49,1,0,1,1,750,4,1,3,0,24,2,Metallurgia,Metalmeccanica,0,0,0,0,1,0,0
25,0,0,5,5,500,0,55,1,1,75,3,Servizi veterinari,Servizi Avanzati,0,0,0,0,0,0,1
38,1,1,3,3,450,0,40,4,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
55,1,0,2,1,500,2,13,1,0,55,3,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
46,1,0,2,2,400,1,3,1,0,36,2,"Raccolta, trattamento e fornitur",Utilities e Trasporti,0,0,0,0,0,1,0
32,0,0,6,2,450,0,33,1,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
26,1,0,4,1,350,0,11,4,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
41,0,1,2,2,550,2,2,2,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
44,1,0,5,5,350,1,2,1,0,20,2,Fabbricazione prodotti chimici,Chimica e Materiali,0,0,0,1,0,0,0
45,1,0,3,3,400,0,16,2,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
56,1,0,3,3,800,5,0,2,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
20,0,0,6,2,400,1,16,1,0,15,1,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
31,1,0,3,1,400,1,1,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
48,1,0,1,1,1200,1,3,2,0,15,4,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
31,0,0,2,2,350,1,21,2,1,93,3,Attività sportive,Servizi Avanzati,0,0,0,0,0,0,1
27,0,0,4,4,650,1,18,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
62,0,1,3,3,400,1,35,3,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
34,1,0,5,5,400,0,4,1,0,24,2,Metallurgia,Metalmeccanica,0,0,0,0,1,0,0
31,1,0,3,3,400,0,12,1,0,50,2,Trasporto marittimo,Utilities e Trasporti,0,0,0,0,0,1,0
27,0,0,1,1,300,0,1,1,0,93,3,Attività sportive,Servizi Avanzati,0,0,0,0,0,0,1
24,0,0,1,3,350,1,2,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
49,0,0,4,4,300,1,14,1,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
23,1,1,4,4,350,1,2,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
27,1,0,4,4,450,0,10,4,0,74,1,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
44,0,1,1,2,900,4,20,2,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
38,1,0,1,1,400,1,5,2,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
27,1,0,1,1,450,1,7,4,0,51,3,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
24,1,0,6,1,600,0,1,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
45,1,0,1,1,1200,1,2,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
40,1,0,5,1,450,0,12,2,1,15,2,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
35,1,0,2,2,500,1,18,1,0,34,3,"Fornitura di energia elettrica,",Utilities e Trasporti,0,0,0,0,0,1,0
37,1,0,2,2,500,3,27,2,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
37,1,0,3,3,400,0,0,2,1,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
42,0,0,2,2,550,4,28,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
44,1,0,3,3,450,5,29,1,0,51,3,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
57,1,0,1,1,1300,5,40,4,0,33,3,"Riparazione, manutenzione ed ins",Metalmeccanica,0,0,0,0,1,0,0
29,0,0,2,2,550,1,12,1,0,85,3,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
53,1,0,2,1,500,5,31,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
32,0,0,4,4,300,2,21,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
53,1,0,2,2,750,5,29,1,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
28,1,0,5,5,400,0,2,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
34,0,0,6,2,800,1,50,1,1,85,2,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
55,1,0,3,3,850,3,40,3,0,26,2,Fabbricazione di computer e prod,Metalmeccanica,0,0,0,0,1,0,0
23,0,1,2,2,500,1,18,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
42,1,0,2,2,600,4,33,2,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
22,1,0,5,5,450,0,0,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
62,0,1,2,2,350,4,29,1,0,18,2,Stampa e produzione di supporti,Manifatturiera Leggera,0,0,1,0,0,0,0
45,1,0,4,3,750,1,21,2,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
25,1,0,1,1,350,0,34,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
52,1,0,6,2,550,2,23,2,0,18,2,Stampa e produzione di supporti,Manifatturiera Leggera,0,0,1,0,0,0,0
36,1,0,2,2,400,1,8,2,1,67,3,Attività ausiliarie servizi ass,Servizi Avanzati,0,0,0,0,0,0,1
43,0,0,1,1,550,5,27,1,0,28,3,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
37,1,0,3,3,500,2,18,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
27,1,0,3,3,450,1,4,1,0,14,2,Confezione di articoli di abbigl,Tessile e Abbigliamento,0,1,0,0,0,0,0
44,1,0,1,1,450,0,12,1,1,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
26,0,0,4,4,400,0,0,1,1,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
27,1,0,1,1,300,0,0,1,1,66,3,Attività ausiliarie dei servizi,Servizi Avanzati,0,0,0,0,0,0,1
34,0,0,4,2,250,2,21,2,0,93,2,Attività sportive,Servizi Avanzati,0,0,0,0,0,0,1
27,1,0,4,4,450,1,20,2,1,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
41,1,0,6,1,250,0,1,2,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
48,1,0,3,3,500,1,14,4,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
51,0,0,1,1,1350,5,46,4,0,65,4,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
21,1,0,2,2,400,0,23,1,1,92,2,Attività giochi azzardo,Servizi Avanzati,0,0,0,0,0,0,1
44,1,0,1,1,850,1,2,4,0,66,3,Attività ausiliarie dei servizi,Servizi Avanzati,0,0,0,0,0,0,1
60,1,0,4,4,350,0,6,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
25,1,0,4,4,300,0,0,1,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
52,1,1,5,1,1000,0,0,1,1,93,2,Attività sportive,Servizi Avanzati,0,0,0,0,0,0,1
25,1,0,2,2,350,1,31,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
29,1,0,4,4,350,1,7,2,0,55,1,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
28,1,0,3,3,450,1,19,2,0,51,3,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
41,0,1,3,3,350,0,9,1,0,85,3,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
42,1,0,6,2,500,2,2,3,0,34,2,"Fornitura di energia elettrica,",Utilities e Trasporti,0,0,0,0,0,1,0
43,0,1,2,2,350,1,12,1,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
28,0,0,2,2,750,0,28,1,0,51,3,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
32,1,1,3,3,600,2,8,1,0,71,3,Attività studi architettura e i,Servizi Avanzati,0,0,0,0,0,0,1
41,0,1,3,2,300,1,6,1,0,85,3,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
56,1,0,1,1,1000,5,44,3,0,21,3,Fabbricazione di prodotti farmac,Chimica e Materiali,0,0,0,1,0,0,0
31,0,0,2,2,450,1,5,1,0,74,1,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
38,1,1,4,4,450,1,2,3,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
42,1,0,2,2,800,4,19,1,0,51,3,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
46,1,0,5,1,550,0,35,2,1,50,2,Trasporto marittimo,Utilities e Trasporti,0,0,0,0,0,1,0
32,0,0,3,3,400,2,16,1,0,85,2,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
51,1,0,4,4,400,1,14,4,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
56,0,1,6,1,500,1,29,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
44,0,1,2,2,500,1,4,1,1,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
57,1,0,5,5,1000,5,61,4,0,65,3,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
42,1,0,1,1,600,3,36,2,0,29,2,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
64,1,0,3,3,450,3,29,2,0,17,2,Fabbricazione di carta,Manifatturiera Leggera,0,0,1,0,0,0,0
26,1,0,4,4,400,0,19,1,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
50,1,0,5,5,950,5,40,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
33,1,0,1,1,450,0,11,4,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
47,1,0,3,3,550,2,13,1,0,50,2,Trasporto marittimo,Utilities e Trasporti,0,0,0,0,0,1,0
44,1,0,6,1,600,0,11,4,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
21,0,0,4,2,450,1,51,2,0,29,3,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
42,1,0,3,3,950,4,16,3,0,29,3,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
25,1,0,6,4,250,0,1,1,1,18,2,Stampa e produzione di supporti,Manifatturiera Leggera,0,0,1,0,0,0,0
45,1,0,5,5,400,2,10,2,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
29,1,1,5,5,500,2,9,4,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
45,1,0,4,4,450,1,16,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
35,1,0,1,1,650,2,31,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
52,0,1,2,2,450,3,29,3,0,26,2,Fabbricazione di computer e prod,Metalmeccanica,0,0,0,0,1,0,0
44,1,0,6,2,500,0,0,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
33,1,0,6,2,400,0,2,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
39,0,0,6,1,600,1,4,1,1,51,3,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
44,1,0,3,3,1000,4,40,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
20,1,1,4,4,350,0,3,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
29,0,1,2,2,400,1,58,2,0,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
45,0,0,1,1,450,3,36,4,0,27,2,Fabbricazioni di apparecchiature,Metalmeccanica,0,0,0,0,1,0,0
36,1,0,2,2,350,0,0,1,1,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
38,1,0,5,5,550,2,11,1,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
33,1,0,3,3,500,2,2,3,0,20,3,Fabbricazione prodotti chimici,Chimica e Materiali,0,0,0,1,0,0,0
27,1,0,2,2,450,3,17,1,0,22,2,Fabbricazione di articoli in gom,Chimica e Materiali,0,0,0,1,0,0,0
45,1,0,4,4,350,1,1,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
35,0,0,4,4,650,1,44,4,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
40,0,0,4,3,450,0,1,1,0,45,3,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
57,0,0,2,2,700,4,19,1,0,01,3,Coltivazioni agricole e produzio,Agricoltura e Alimentare,1,0,0,0,0,0,0
28,1,0,1,1,550,1,18,2,0,32,1,Altre industrie manifatturiere,Manifatturiera Leggera,0,0,1,0,0,0,0
36,1,0,6,2,400,0,24,2,1,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
28,0,1,3,3,350,1,9,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
37,1,0,2,2,850,0,5,1,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
29,1,1,4,4,400,0,5,3,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
33,1,0,1,1,400,1,2,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
31,0,0,3,1,900,1,16,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
25,1,1,3,3,400,0,16,4,1,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
38,0,1,3,3,450,1,10,1,1,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
42,0,0,3,4,450,5,17,2,0,19,2,Fabbricazione di coke e prodotti,Chimica e Materiali,0,0,0,1,0,0,0
46,1,0,6,1,450,2,36,2,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
37,1,0,2,2,600,1,15,2,0,90,3,"Attività creative, artistiche",Servizi Avanzati,0,0,0,0,0,0,1
29,1,0,4,4,250,1,13,3,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
42,1,1,2,2,300,1,29,1,0,25,2,Fabbricazione di prodotti in met,Metalmeccanica,0,0,0,0,1,0,0
43,1,0,1,1,550,4,36,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
29,1,1,5,5,400,2,9,4,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
26,0,1,6,1,450,1,6,3,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
26,1,0,2,2,550,1,4,3,0,15,2,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
36,1,0,6,2,500,1,30,2,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
36,1,0,2,2,600,0,32,2,1,92,2,Attività giochi azzardo,Servizi Avanzati,0,0,0,0,0,0,1
34,0,0,2,2,600,1,14,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
41,0,0,6,2,400,1,12,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
47,0,0,1,1,400,1,13,1,0,85,3,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
43,1,0,3,3,850,1,12,1,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
34,0,1,2,2,450,1,6,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
32,1,0,1,1,600,2,3,3,0,15,2,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
28,0,0,1,1,500,2,3,2,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
34,1,0,3,3,650,1,28,2,0,92,3,Attività giochi azzardo,Servizi Avanzati,0,0,0,0,0,0,1
22,1,1,4,4,400,0,11,1,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
47,0,1,5,5,350,1,16,3,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
45,1,0,2,2,800,5,14,3,0,24,2,Metallurgia,Metalmeccanica,0,0,0,0,1,0,0
44,1,0,3,3,250,1,23,1,0,91,3,"Attività di biblioteche, musei",Servizi Avanzati,0,0,0,0,0,0,1
40,0,1,3,3,550,2,7,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
38,0,1,4,3,300,2,9,3,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
35,0,1,3,3,500,3,17,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
25,1,0,1,1,400,2,23,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
51,1,0,6,2,500,2,30,2,0,27,2,Fabbricazioni di apparecchiature,Metalmeccanica,0,0,0,0,1,0,0
26,0,0,3,3,600,1,46,2,0,65,1,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
22,1,0,2,2,500,1,6,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
39,1,0,4,1,700,1,5,3,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
45,0,0,6,2,250,0,0,1,1,63,2,Attività dei servizi di informa,Servizi Avanzati,0,0,0,0,0,0,1
27,1,0,1,1,450,1,34,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
59,0,1,3,3,600,0,12,4,1,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
40,0,1,6,3,400,1,23,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
39,0,0,2,2,500,2,17,2,0,36,3,"Raccolta, trattamento e fornitur",Utilities e Trasporti,0,0,0,0,0,1,0
41,1,0,4,4,350,1,2,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
35,1,0,4,4,300,1,10,1,1,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
40,1,0,6,1,400,0,10,1,1,29,2,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
37,0,1,1,2,450,3,17,1,0,66,3,Attività ausiliarie dei servizi,Servizi Avanzati,0,0,0,0,0,0,1
53,1,0,6,5,400,3,4,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
38,0,1,1,1,1250,0,9,3,0,51,4,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
53,1,0,2,2,550,4,0,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
47,1,0,5,2,300,1,39,2,0,36,2,"Raccolta, trattamento e fornitur",Utilities e Trasporti,0,0,0,0,0,1,0
45,0,0,2,2,450,0,12,1,1,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
47,1,0,6,1,450,2,31,2,0,29,2,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
41,1,0,4,4,550,2,36,3,1,15,2,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
34,1,1,6,1,500,1,3,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
32,1,0,4,4,500,1,43,3,1,75,3,Servizi veterinari,Servizi Avanzati,0,0,0,0,0,0,1
27,1,0,2,2,500,1,7,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
34,1,0,2,2,400,0,16,1,1,31,2,Fabbricazione di mobili,Manifatturiera Leggera,0,0,1,0,0,0,0
47,1,0,3,3,450,1,26,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
48,1,0,4,4,400,1,8,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
55,0,0,3,3,350,5,14,3,0,31,2,Fabbricazione di mobili,Manifatturiera Leggera,0,0,1,0,0,0,0
50,1,0,1,1,950,3,9,2,0,29,2,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
44,0,0,4,4,400,0,1,1,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
55,1,0,3,3,800,1,8,2,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
28,1,0,6,2,300,0,5,1,0,55,1,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
49,1,0,1,1,900,5,36,4,0,34,3,"Fornitura di energia elettrica,",Utilities e Trasporti,0,0,0,0,0,1,0
58,1,0,4,3,800,1,44,2,0,91,3,"Attività di biblioteche, musei",Servizi Avanzati,0,0,0,0,0,0,1
32,0,0,1,1,400,3,21,2,0,17,2,Fabbricazione di carta,Manifatturiera Leggera,0,0,1,0,0,0,0
42,1,0,4,4,350,1,2,1,0,05,2,Estrazione di carbone,Agricoltura e Alimentare,1,0,0,0,0,0,0
56,1,0,1,1,1300,5,7,4,0,65,4,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
34,1,0,1,1,600,1,6,1,0,25,2,Fabbricazione di prodotti in met,Metalmeccanica,0,0,0,0,1,0,0
36,0,1,2,2,350,0,18,1,0,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
20,1,0,6,5,400,0,0,2,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
29,1,0,6,1,550,1,27,2,0,25,2,Fabbricazione di prodotti in met,Metalmeccanica,0,0,0,0,1,0,0
44,1,0,1,1,550,2,21,1,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
35,1,0,1,1,650,1,8,1,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
28,1,0,2,2,400,1,1,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
30,0,0,1,1,400,0,7,2,1,85,3,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
27,0,0,3,3,550,1,11,3,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
